customer_index,order_no,order_date,amount,people_count,order_type,table_type
165,YJNextra00829,2026-08-07,522.35,4,生日宴,小包间
68,YJNextra00830,2026-07-19,546.68,6,朋友聚餐,卡座
57,YJNextra00831,2026-07-27,418.24,4,家庭聚餐,窗边
128,YJNextra00832,2026-08-16,617.1,3,普通用餐,大厅
92,YJNextra00833,2026-08-21,393.76,2,生日宴,窗边
103,YJNextra00834,2026-08-09,230.22,3,商务宴请,大厅
33,YJNextra00835,2026-08-09,575.41,5,家庭聚餐,卡座
66,YJNextra00836,2026-08-27,568.81,3,朋友聚餐,窗边
174,YJNextra00837,2026-07-25,524.69,4,商务宴请,大厅
39,YJNextra00838,2026-08-24,503.18,6,普通用餐,大厅
58,YJNextra00839,2026-07-12,288.99,6,朋友聚餐,小包间
152,YJNextra00840,2026-08-19,268.34,5,公司聚餐,小包间
61,YJNextra00841,2026-08-24,635.3,5,生日宴,大包间
191,YJNextra00842,2026-08-17,450.22,5,朋友聚餐,窗边
195,YJNextra00843,2026-07-26,450.68,4,生日宴,大包间
103,YJNextra00844,2026-08-09,600.3,6,商务宴请,窗边
41,YJNextra00845,2026-07-31,248.61,4,普通用餐,小包间
186,YJNextra00846,2026-08-05,404.12,6,普通用餐,大包间
77,YJNextra00847,2026-08-29,490.26,4,公司聚餐,卡座
93,YJNextra00848,2026-07-19,542.92,6,普通用餐,大包间
78,YJNextra00849,2026-07-22,523.28,6,公司聚餐,窗边
105,YJNextra00850,2026-08-21,381.1,4,家庭聚餐,大厅
48,YJNextra00851,2026-08-04,510.62,2,朋友聚餐,窗边
75,YJNextra00852,2026-08-11,184.26,2,朋友聚餐,大包间
79,YJNextra00853,2026-08-12,184.54,5,朋友聚餐,大包间
181,YJNextra00854,2026-07-14,532.68,4,朋友聚餐,大厅
131,YJNextra00855,2026-08-06,483.1,2,朋友聚餐,大厅
84,YJNextra00856,2026-07-19,423.53,2,商务宴请,大包间
39,YJNextra00857,2026-08-24,458.17,5,普通用餐,小包间
38,YJNextra00858,2026-07-23,488.81,6,普通用餐,大厅
42,YJNextra00859,2026-08-23,326.03,3,公司聚餐,卡座
48,YJNextra00860,2026-08-04,545.09,6,朋友聚餐,大包间
78,YJNextra00861,2026-07-22,441.62,3,公司聚餐,卡座
75,YJNextra00862,2026-08-11,557.58,5,朋友聚餐,大厅
197,YJNextra00863,2026-08-16,518.74,5,家庭聚餐,大厅
71,YJNextra00864,2026-07-25,261.81,5,公司聚餐,卡座
122,YJNextra00865,2026-08-10,250.25,6,公司聚餐,大包间
126,YJNextra00866,2026-07-29,454.04,4,普通用餐,小包间
144,YJNextra00867,2026-08-23,497.29,4,普通用餐,卡座
93,YJNextra00868,2026-07-19,451.73,5,普通用餐,卡座
97,YJNextra00869,2026-07-21,668.06,5,普通用餐,大包间
19,YJNextra00870,2026-07-18,186.02,4,生日宴,卡座
24,YJNextra00871,2026-08-09,238.24,4,家庭聚餐,大厅
109,YJNextra00872,2026-08-22,279.71,4,生日宴,大厅
103,YJNextra00873,2026-08-09,433.86,6,商务宴请,卡座
66,YJNextra00874,2026-08-29,187.62,4,朋友聚餐,窗边
62,YJNextra00875,2026-07-30,358.88,6,商务宴请,窗边
91,YJNextra00876,2026-08-19,589.76,2,生日宴,卡座
140,YJNextra00877,2026-08-01,645.3,2,公司聚餐,小包间
168,YJNextra00878,2026-07-18,421.9,6,生日宴,大厅
109,YJNextra00879,2026-08-22,548.01,6,生日宴,大包间
44,YJNextra00880,2026-08-01,197.08,4,朋友聚餐,小包间
151,YJNextra00881,2026-08-25,651.73,2,公司聚餐,窗边
22,YJNextra00882,2026-07-28,572.26,5,朋友聚餐,大厅
112,YJNextra00883,2026-08-01,189.41,6,家庭聚餐,卡座
65,YJNextra00884,2026-08-21,429.25,3,商务宴请,窗边
36,YJNextra00885,2026-08-21,548.42,5,生日宴,大包间
197,YJNextra00886,2026-08-16,214.84,5,家庭聚餐,小包间
138,YJNextra00887,2026-08-28,236.74,2,家庭聚餐,大包间
196,YJNextra00888,2026-08-16,193.64,5,商务宴请,小包间
45,YJNextra00889,2026-08-26,428.95,3,家庭聚餐,窗边
168,YJNextra00890,2026-07-18,271.02,5,生日宴,卡座
80,YJNextra00891,2026-08-09,488.32,6,家庭聚餐,窗边
94,YJNextra00892,2026-08-17,306.45,5,家庭聚餐,小包间
197,YJNextra00893,2026-08-16,226.52,5,家庭聚餐,大包间
131,YJNextra00894,2026-08-06,267.05,4,朋友聚餐,卡座
27,YJNextra00895,2026-08-13,326.51,4,家庭聚餐,卡座
153,YJNextra00896,2026-07-30,243.83,2,公司聚餐,窗边
82,YJNextra00897,2026-08-24,362.39,2,普通用餐,大厅
37,YJNextra00898,2026-08-26,661.45,3,朋友聚餐,小包间
23,YJNextra00899,2026-08-11,528.77,2,公司聚餐,小包间
157,YJNextra00900,2026-07-19,179.83,3,商务宴请,卡座
85,YJNextra00901,2026-07-22,452.14,4,普通用餐,卡座
168,YJNextra00902,2026-07-18,547.56,3,生日宴,大厅
134,YJNextra00903,2026-07-12,639.14,6,商务宴请,大厅
97,YJNextra00904,2026-07-21,199.26,3,普通用餐,卡座
102,YJNextra00905,2026-08-17,409.78,2,家庭聚餐,大厅
137,YJNextra00906,2026-07-11,309.08,4,商务宴请,大厅
24,YJNextra00907,2026-08-09,619.05,5,家庭聚餐,窗边
135,YJNextra00908,2026-07-18,675.84,2,普通用餐,小包间
169,YJNextra00909,2026-07-27,478.5,2,公司聚餐,窗边
80,YJNextra00910,2026-08-09,670.73,6,家庭聚餐,大厅
33,YJNextra00911,2026-08-09,647.58,4,家庭聚餐,小包间
171,YJNextra00912,2026-08-14,555.08,2,商务宴请,小包间
126,YJNextra00913,2026-07-29,493.12,3,普通用餐,卡座
103,YJNextra00914,2026-08-09,200.25,4,商务宴请,大包间
28,YJNextra00915,2026-08-09,661.54,3,普通用餐,窗边
123,YJNextra00916,2026-07-13,509.6,2,公司聚餐,大包间
180,YJNextra00917,2026-08-24,486.47,3,朋友聚餐,大包间
93,YJNextra00918,2026-07-19,247.43,4,普通用餐,卡座
120,YJNextra00919,2026-08-19,449.96,3,商务宴请,窗边
198,YJNextra00920,2026-08-10,523.71,3,生日宴,窗边
114,YJNextra00921,2026-07-20,534.67,6,普通用餐,窗边
150,YJNextra00922,2026-07-23,243.48,6,商务宴请,窗边
117,YJNextra00923,2026-08-04,457.82,2,朋友聚餐,窗边
117,YJNextra00924,2026-08-04,625.41,2,朋友聚餐,小包间
144,YJNextra00925,2026-08-26,325.74,4,普通用餐,窗边
78,YJNextra00926,2026-07-22,236.4,2,公司聚餐,卡座
101,YJNextra00927,2026-08-06,462.86,3,公司聚餐,卡座
91,YJNextra00928,2026-08-19,525.44,4,生日宴,大厅
166,YJNextra00929,2026-08-24,429.21,6,生日宴,大包间
133,YJNextra00930,2026-08-07,611.11,5,家庭聚餐,大包间
62,YJNextra00931,2026-07-30,268.5,2,商务宴请,大包间
23,YJNextra00932,2026-08-11,662.1,3,公司聚餐,窗边
83,YJNextra00933,2026-08-05,260.08,5,商务宴请,卡座
171,YJNextra00934,2026-08-14,336.95,5,商务宴请,窗边
148,YJNextra00935,2026-08-22,571.63,6,生日宴,大包间
115,YJNextra00936,2026-08-09,485.98,6,商务宴请,卡座
185,YJNextra00937,2026-07-30,501.52,2,普通用餐,卡座
52,YJNextra00938,2026-08-26,405.59,2,公司聚餐,窗边
179,YJNextra00939,2026-07-22,373.72,2,公司聚餐,卡座
137,YJNextra00940,2026-07-11,565.88,2,商务宴请,窗边
107,YJNextra00941,2026-08-26,374.98,4,生日宴,小包间
162,YJNextra00942,2026-07-27,387.68,6,普通用餐,大厅
179,YJNextra00943,2026-07-22,409.06,5,公司聚餐,大厅
175,YJNextra00944,2026-08-03,261.48,6,普通用餐,卡座
61,YJNextra00945,2026-08-24,383.05,5,生日宴,大厅
75,YJNextra00946,2026-08-11,474.96,3,朋友聚餐,大包间
47,YJNextra00947,2026-08-24,336.52,3,朋友聚餐,大厅
47,YJNextra00948,2026-08-24,535.24,4,朋友聚餐,大厅
181,YJNextra00949,2026-07-14,367.73,6,朋友聚餐,卡座
68,YJNextra00950,2026-07-19,454.18,2,朋友聚餐,窗边
121,YJNextra00951,2026-08-10,621.08,3,普通用餐,窗边
64,YJNextra00952,2026-08-23,567.96,2,家庭聚餐,大包间
112,YJNextra00953,2026-08-01,547.68,5,家庭聚餐,小包间
76,YJNextra00954,2026-08-14,635.24,3,生日宴,大厅
96,YJNextra00955,2026-07-15,406.49,5,公司聚餐,卡座
20,YJNextra00956,2026-07-25,627.01,3,普通用餐,窗边
165,YJNextra00957,2026-08-07,381.28,2,生日宴,卡座
20,YJNextra00958,2026-07-25,626.73,4,普通用餐,卡座
190,YJNextra00959,2026-08-23,597.13,2,商务宴请,窗边
64,YJNextra00960,2026-08-23,507.7,2,家庭聚餐,窗边
29,YJNextra00961,2026-08-09,468.61,6,家庭聚餐,小包间
120,YJNextra00962,2026-08-19,193.5,5,商务宴请,窗边
70,YJNextra00963,2026-08-19,315.88,6,普通用餐,卡座
191,YJNextra00964,2026-08-17,670.47,6,朋友聚餐,小包间
32,YJNextra00965,2026-07-21,567.63,4,普通用餐,小包间
135,YJNextra00966,2026-07-18,203.19,5,普通用餐,卡座
40,YJNextra00967,2026-08-27,412.82,2,生日宴,小包间
120,YJNextra00968,2026-08-19,383.15,3,商务宴请,窗边
38,YJNextra00969,2026-07-23,465.11,6,普通用餐,大厅
168,YJNextra00970,2026-07-18,526.1,4,生日宴,大包间
117,YJNextra00971,2026-08-04,441.2,6,朋友聚餐,小包间
60,YJNextra00972,2026-07-28,460.57,6,商务宴请,大包间
172,YJNextra00973,2026-08-09,261.55,6,朋友聚餐,窗边
107,YJNextra00974,2026-08-28,168.82,2,生日宴,大包间
56,YJNextra00975,2026-07-27,609.0,6,家庭聚餐,大包间
144,YJNextra00976,2026-08-29,341.57,6,普通用餐,窗边
22,YJNextra00977,2026-07-28,272.62,4,朋友聚餐,小包间
41,YJNextra00978,2026-07-31,324.15,6,普通用餐,小包间
20,YJNextra00979,2026-07-25,524.63,4,普通用餐,大包间
195,YJNextra00980,2026-07-26,667.26,3,生日宴,窗边
120,YJNextra00981,2026-08-19,343.73,5,商务宴请,大包间
32,YJNextra00982,2026-07-21,238.59,3,普通用餐,大包间
185,YJNextra00983,2026-07-30,408.48,5,普通用餐,大厅
180,YJNextra00984,2026-08-27,461.77,4,朋友聚餐,卡座
185,YJNextra00985,2026-07-30,276.3,4,普通用餐,小包间
40,YJNextra00986,2026-08-28,313.84,2,生日宴,小包间
134,YJNextra00987,2026-07-12,445.82,3,商务宴请,卡座
137,YJNextra00988,2026-07-11,477.5,4,商务宴请,小包间
29,YJNextra00989,2026-08-09,383.21,5,家庭聚餐,窗边
133,YJNextra00990,2026-08-07,599.32,4,家庭聚餐,窗边
181,YJNextra00991,2026-07-14,259.01,4,朋友聚餐,大厅
82,YJNextra00992,2026-08-28,398.76,2,普通用餐,大包间
175,YJNextra00993,2026-08-03,266.91,5,普通用餐,卡座
114,YJNextra00994,2026-07-20,338.22,2,普通用餐,卡座
60,YJNextra00995,2026-07-28,544.78,5,商务宴请,大包间
180,YJNextra00996,2026-08-29,170.14,2,朋友聚餐,卡座
46,YJNextra00997,2026-08-27,410.78,2,普通用餐,大厅
180,YJNextra00998,2026-08-23,510.67,4,朋友聚餐,大厅
197,YJNextra00999,2026-08-16,330.31,3,家庭聚餐,小包间
82,YJNextra01000,2026-08-28,317.02,6,普通用餐,小包间
26,YJNtoday01001,2026-08-29,444.57,2,商务宴请,卡座
37,YJNtoday01002,2026-08-29,237.57,4,朋友聚餐,大厅
39,YJNtoday01003,2026-08-29,193.07,2,普通用餐,大厅
40,YJNtoday01004,2026-08-29,368.12,4,生日宴,卡座
42,YJNtoday01005,2026-08-29,235.0,4,公司聚餐,窗边
43,YJNtoday01006,2026-08-29,269.28,2,朋友聚餐,卡座
45,YJNtoday01007,2026-08-29,391.6,4,家庭聚餐,窗边
46,YJNtoday01008,2026-08-29,335.29,3,普通用餐,大厅
47,YJNtoday01009,2026-08-29,344.28,2,朋友聚餐,大厅
52,YJNtoday01010,2026-08-29,315.36,2,公司聚餐,卡座
61,YJNtoday01011,2026-08-29,318.12,5,生日宴,窗边
64,YJNtoday01012,2026-08-29,306.07,4,家庭聚餐,大厅
66,YJNtoday01013,2026-08-29,424.68,2,朋友聚餐,卡座
77,YJNtoday01014,2026-08-29,376.51,2,公司聚餐,窗边
82,YJNtoday01015,2026-08-29,343.47,5,普通用餐,卡座
89,YJNtoday01016,2026-08-29,415.25,5,朋友聚餐,卡座
99,YJNtoday01017,2026-08-29,264.92,3,商务宴请,大厅
106,YJNtoday01018,2026-08-29,473.88,4,商务宴请,卡座
107,YJNtoday01019,2026-08-29,318.17,4,生日宴,卡座
109,YJNtoday01020,2026-08-29,338.49,2,生日宴,大厅
138,YJNtoday01021,2026-08-29,345.81,4,家庭聚餐,卡座
144,YJNtoday01022,2026-08-29,341.13,3,普通用餐,卡座
148,YJNtoday01023,2026-08-29,442.96,3,生日宴,窗边
151,YJNtoday01024,2026-08-29,222.17,2,公司聚餐,卡座
156,YJNtoday01025,2026-08-29,372.64,2,家庭聚餐,卡座
166,YJNtoday01026,2026-08-29,364.87,5,生日宴,窗边
177,YJNtoday01027,2026-08-29,325.26,3,家庭聚餐,窗边
178,YJNtoday01028,2026-08-29,240.79,5,公司聚餐,卡座
180,YJNtoday01029,2026-08-29,209.93,3,朋友聚餐,窗边
182,YJNtoday01030,2026-08-29,384.2,5,家庭聚餐,窗边
183,YJNtoday01031,2026-08-29,449.39,3,公司聚餐,大厅
188,YJNtoday01032,2026-08-29,407.99,2,公司聚餐,窗边
190,YJNtoday01033,2026-08-29,497.05,5,商务宴请,大厅
